0.1, 0.8, 0.0971927, 0.0471155, 0, 0, 0.702807, -1
0.2, 0.8, 0.0964164, 0.0463234, 1, 1, 0.702807, -1
0.3, 0.8, 0.095639, 0.0455301, 1, 1, 0.703584, -1
0.4, 0.8, 0.0948603, 0.0447358, 1, 1, 0.704361, -1
0.5, 0.8, 0.0940803, 0.0439403, 1, 1, 0.70514, -1
0.6, 0.8, 0.0932992, 0.0431437, 1, 1, 0.70592, -1
0.7, 0.8, 0.0925168, 0.0423461, 1, 1, 0.706701, -1
0.8, 0.8, 0.0917333, 0.0415473, 1, 1, 0.707483, -1
0.9, 0.8, 0.0909486, 0.0407475, 1, 1, 0.708267, -1
1, 0.8, 0.0901626, 0.0399466, 1, 1, 0.709051, -1
1.1, 0.8, 0.0893756, 0.0391446, 1, 1, 0.709837, -1
1.2, 0.8, 0.0885873, 0.0383416, 1, 1, 0.710624, -1
1.3, 0.8, 0.0877979, 0.0375376, 1, 1, 0.711413, -1
1.4, 0.8, 0.0870074, 0.0367325, 1, 1, 0.712202, -1
1.5, 0.8, 0.0862157, 0.0359263, 1, 1, 0.712993, -1
1.6, 0.8, 0.0854229, 0.0351192, 1, 1, 0.713784, -1
1.7, 0.8, 0.0846289, 0.034311, 1, 1, 0.714577, -1
1.8, 0.8, 0.0838339, 0.0335018, 1, 1, 0.715371, -1
1.9, 0.8, 0.0830378, 0.0326916, 1, 1, 0.716166, -1
2, 0.8, 0.0822405, 0.0318804, 1, 1, 0.716962, -1
2.1, 0.8, 0.0814422, 0.0310682, 1, 1, 0.717759, -1
2.2, 0.8, 0.0806428, 0.0302551, 1, 1, 0.718558, -1
2.3, 0.8, 0.0798423, 0.0294409, 1, 1, 0.719357, -1
2.4, 0.8, 0.0790407, 0.0286258, 1, 1, 0.720158, -1
2.5, 0.8, 0.0782381, 0.0278098, 1, 1, 0.720959, -1
2.6, 0.8, 0.0774345, 0.0269927, 1, 1, 0.721762, -1
2.7, 0.8, 0.0766298, 0.0261748, 1, 1, 0.722566, -1
2.8, 0.8, 0.075824, 0.0253559, 1, 1, 0.72337, -1
2.9, 0.8, 0.0750173, 0.024536, 1, 1, 0.724176, -1
3, 0.8, 0.0742095, 0.0237152, 1, 1, 0.724983, -1
3.1, 0.8, 0.0734007, 0.0228935, 1, 1, 0.725791, -1
3.2, 0.8, 0.0725909, 0.0220709, 1, 1, 0.726599, -1
3.3, 0.8, 0.0717801, 0.0212474, 1, 1, 0.727409, -1
3.4, 0.8, 0.0709683, 0.020423, 1, 1, 0.72822, -1
3.5, 0.8, 0.0701555, 0.0195976, 1, 1, 0.729032, -1
3.6, 0.8, 0.0693417, 0.0187714, 1, 1, 0.729845, -1
3.7, 0.8, 0.068527, 0.0179443, 1, 1, 0.730658, -1
3.8, 0.8, 0.0677113, 0.0171163, 1, 1, 0.731473, -1
3.9, 0.8, 0.0668947, 0.0162875, 1, 1, 0.732289, -1
4, 0.8, 0.066077, 0.0154577, 1, 1, 0.733105, -1
4.1, 0.8, 0.0652585, 0.0146272, 1, 1, 0.733923, -1
4.2, 0.8, 0.064439, 0.0137957, 1, 1, 0.734742, -1
4.3, 0.8, 0.0636186, 0.0129634, 1, 1, 0.735561, -1
4.4, 0.8, 0.0627972, 0.0121303, 1, 1, 0.736381, -1
4.5, 0.8, 0.061975, 0.0112963, 1, 1, 0.737203, -1
4.6, 0.8, 0.0611518, 0.0104615, 1, 1, 0.738025, -1
4.7, 0.8, 0.0603277, 0.00962591, 1, 1, 0.738848, -1
4.8, 0.8, 0.0595027, 0.00878946, 1, 1, 0.739672, -1
4.9, 0.8, 0.0586769, 0.0079522, 1, 1, 0.740497, -1
5, 0.8, 0.0578501, 0.00711413, 1, 1, 0.741323, -1
5.1, 0.8, 0.0570224, 0.00627525, 1, 1, 0.74215, -1
5.2, 0.8, 0.0561939, 0.00543557, 1, 1, 0.742978, -1
5.3, 0.8, 0.0553645, 0.00459511, 1, 1, 0.743806, -1
5.4, 0.8, 0.0545343, 0.00375385, 1, 1, 0.744635, -1
5.5, 0.8, 0.0537032, 0.00291181, 1, 1, 0.745466, -1
5.6, 0.8, 0.0528712, 0.00206899, 1, 1, 0.746297, -1
5.7, 0.8, 0.0520384, 0.0012254, 1, 1, 0.747129, -1
5.8, 0.8, 0.0512048, 0.000381042, 1, 1, 0.747962, -1
5.9, 0.8, 0.0503703, -0.000464077, 1, 1, 0.748795, -1
6, 0.8, 0.049535, -0.00130995, 1, 1, 0.74963, -1
6.1, 0.8, 0.0486988, -0.00215658, 1, 1, 0.750465, -1
6.2, 0.8, 0.0478619, -0.00300396, 1, 1, 0.751301, -1
6.3, 0.8, 0.0470241, -0.00385208, 1, 1, 0.752138, -1
6.4, 0.8, 0.0461855, -0.00470093, 1, 1, 0.752976, -1
6.5, 0.8, 0.0453462, -0.00555052, 1, 1, 0.753814, -1
6.6, 0.8, 0.044506, -0.00640083, 1, 1, 0.754654, -1
6.7, 0.8, 0.043665, -0.00725187, 1, 1, 0.755494, -1
6.8, 0.8, 0.0428233, -0.00810363, 1, 1, 0.756335, -1
6.9, 0.8, 0.0419808, -0.00895609, 1, 1, 0.757177, -1
7, 0.8, 0.0411375, -0.00980927, 1, 1, 0.758019, -1
7.1, 0.8, 0.0402934, -0.0106632, 1, 1, 0.758862, -1
7.2, 0.8, 0.0394486, -0.0115177, 1, 1, 0.759707, -1
7.3, 0.8, 0.038603, -0.012373, 1, 1, 0.760551, -1
7.4, 0.8, 0.0377567, -0.013229, 1, 1, 0.761397, -1
7.5, 0.8, 0.0369096, -0.0140856, 1, 1, 0.762243, -1
7.6, 0.8, 0.0360617, -0.014943, 1, 1, 0.76309, -1
7.7, 0.8, 0.0352132, -0.015801, 1, 1, 0.763938, -1
7.79999, 0.8, 0.0343638, -0.0166596, 1, 1, 0.764787, -1
7.89999, 0.8, 0.0335138, -0.017519, 1, 1, 0.765636, -1
7.99999, 0.8, 0.032663, -0.018379, 1, 1, 0.766486, -1
8.09999, 0.8, 0.0318116, -0.0192397, 1, 1, 0.767337, -1
8.2, 0.8, 0.0309594, -0.020101, 1, 1, 0.768188, -1
8.3, 0.8, 0.0301065, -0.020963, 1, 1, 0.769041, -1
8.4, 0.8, 0.0292528, -0.0218256, 1, 1, 0.769894, -1
8.5, 0.8, 0.0283985, -0.0226889, 1, 1, 0.770747, -1
8.6, 0.8, 0.0275435, -0.0235528, 1, 1, 0.771601, -1
8.7, 0.8, 0.0266878, -0.0244173, 1, 1, 0.772457, -1
8.8, 0.8, 0.0258314, -0.0252825, 1, 1, 0.773312, -1
8.9, 0.8, 0.0249743, -0.0261483, 1, 1, 0.774169, -1
9, 0.8, 0.0241166, -0.0270147, 1, 1, 0.775026, -1
9.1, 0.8, 0.0232582, -0.0278817, 1, 1, 0.775883, -1
9.2, 0.8, 0.0223991, -0.0287494, 1, 1, 0.776742, -1
9.3, 0.8, 0.0215393, -0.0296177, 1, 1, 0.777601, -1
9.4, 0.8, 0.0206789, -0.0304865, 1, 1, 0.778461, -1
9.5, 0.8, 0.0198178, -0.031356, 1, 1, 0.779321, -1
9.6, 0.8, 0.0189561, -0.0322261, 1, 1, 0.780182, -1
9.7, 0.8, 0.0180937, -0.0330967, 1, 1, 0.781044, -1
9.8, 0.8, 0.0172306, -0.033968, 1, 1, 0.781906, -1
9.9, 0.8, 0.016367, -0.0348398, 1, 1, 0.782769, -1
10, 0.8, 0.0155027, -0.0357123, 1, 1, 0.783633, -1
10.1, 0.8, 0.0146377, -0.0365853, 1, 1, 0.784497, -1
10.2, 0.8, 0.0137722, -0.0374589, 1, 1, 0.785362, -1
10.3, 0.8, 0.012906, -0.038333, 1, 1, 0.786228, -1
10.4, 0.8, 0.0120392, -0.0392078, 1, 1, 0.787094, -1
10.5, 0.8, 0.0111718, -0.0400831, 1, 1, 0.787961, -1
10.6, 0.8, 0.0103037, -0.0409589, 1, 1, 0.788828, -1
10.7, 0.8, 0.00943509, -0.0418353, 1, 1, 0.789696, -1
10.8, 0.8, 0.00856584, -0.0427123, 1, 1, 0.790565, -1
10.9, 0.8, 0.00769599, -0.0435898, 1, 1, 0.791434, -1
