0, 7.70614
1, 8.01685
2, 9.01684
3, 9.30372
4, 8.76362
5, 9.29943
6, 8.11967
7, 8.60819
8, 8.86491
9, 7.72107
10, 8.6812
11, 8.66965
12, 8.32889
13, 8.97722
14, 8.04103
15, 8.31433
16, 8.64968
17, 8.64976
18, 8.26746
19, 9.27161
20, 8.90515
21, 8.27677
22, 8.94205
23, 8.12825
24, 8.64209
25, 8.03376
26, 8.6799
27, 7.87493
28, 8.74532
29, 7.87493
30, 8.83033
31, 8.71075
32, 9.05577
33, 8.60009
34, 8.96257
35, 8.68226
36, 8.42103
37, 8.63371
38, 8.92886
39, 9.01211
40, 9.01211
41, 9.01211
42, 9.01211
43, 9.01211
44, 9.01211
45, 9.23195
46, 9.23195
47, 9.25361
48, 9.23195
49, 9.23195
50, 9.23195
51, 9.23195
52, 9.23195
53, 9.23195
54, 9.23195
55, 9.23195
56, 9.23195
57, 9.23195
58, 9.23195
59, 9.23195
60, 9.23195
61, 9.23195
62, 9.23195
63, 9.23195
64, 9.23195
65, 9.23195
66, 9.23195
67, 9.23195
68, 9.23195
69, 9.23195
70, 9.23195
71, 9.23195
72, 9.23195
73, 9.23195
74, 9.23195
75, 9.23195
76, 9.23195
77, 9.23195
78, 9.23195
79, 9.23195
80, 9.23195
81, 9.23195
82, 9.23195
83, 9.23195
84, 9.23195
85, 9.23195
86, 9.46925
87, 9.23195
88, 9.23195
89, 9.23195
90, 9.23195
91, 9.23195
92, 9.23195
93, 9.23195
94, 9.23195
95, 9.23195
96, 9.23195
97, 9.23195
98, 9.23195
99, 9.23195
100, 9.23195
101, 9.23195
102, 9.23195
103, 9.23195
104, 9.23195
105, 9.23195
106, 9.23195
107, 9.23195
108, 9.23195
109, 9.23195
110, 9.23195
111, 9.23195
112, 9.23195
113, 9.23195
114, 9.23195
115, 9.23195
116, 9.23195
117, 9.23195
118, 9.23195
119, 9.23195
120, 9.23195
121, 9.23195
122, 9.23195
123, 9.23195
124, 9.23195
125, 9.23195
126, 9.23195
127, 9.23195
128, 9.23195
129, 9.23195
130, 9.23195
131, 9.23195
132, 9.23195
133, 9.23195
134, 9.23195
135, 9.23195
136, 9.23195
137, 9.23195
138, 9.23195
139, 9.23195
140, 9.23195
141, 9.23195
142, 9.23195
143, 9.23195
144, 9.23195
145, 9.23195
146, 9.23195
147, 9.23195
148, 9.23195
149, 9.23195
150, 9.23195
151, 9.23195
152, 9.23195
153, 9.23195
154, 9.23195
155, 9.23195
156, 9.23195
157, 9.23195
158, 9.23195
159, 9.23195
160, 9.23195
161, 9.23195
162, 9.26437
163, 9.23195
164, 9.23195
165, 9.23195
166, 9.23195
167, 9.23195
168, 9.23195
169, 9.23195
170, 9.23195
171, 9.23195
172, 9.23195
173, 9.23195
174, 9.23195
175, 9.23195
176, 9.31508
177, 9.23195
178, 9.23195
179, 9.23195
180, 9.23195
181, 9.23195
182, 9.23195
183, 9.23195
184, 9.23195
185, 9.23195
186, 9.23195
187, 9.23195
188, 9.23195
189, 9.23195
190, 9.23195
191, 9.23195
192, 9.23195
193, 9.23195
194, 9.23195
195, 9.23195
196, 9.23195
197, 9.23195
198, 9.23195
199, 9.23195
200, 9.23195
201, 9.23195
202, 9.23195
203, 9.23195
204, 9.23195
205, 9.23195
206, 9.23195
207, 9.23195
208, 9.23195
209, 9.23195
210, 9.23195
211, 9.23195
212, 9.23195
213, 9.23195
214, 9.23195
215, 9.23195
216, 9.23195
217, 9.23195
218, 9.23195
219, 9.23195
220, 9.23195
221, 9.23195
222, 9.23195
223, 9.23195
224, 9.23195
225, 9.23195
226, 9.23195
227, 9.23195
228, 9.23195
229, 9.23195
230, 9.31636
231, 9.23195
232, 9.23195
233, 9.23195
234, 9.23195
235, 9.23195
236, 9.23195
237, 9.23195
238, 9.23195
239, 9.23195
240, 9.23195
241, 9.23195
242, 9.23195
243, 9.23195
244, 9.23195
245, 9.23195
246, 9.23195
247, 9.23195
248, 9.23195
249, 9.23195
250, 9.23195
251, 9.23195
252, 9.23195
253, 9.23195
254, 9.23195
255, 9.23195
256, 9.23195
257, 9.23195
258, 9.23195
259, 9.23195
260, 9.23195
261, 9.23195
262, 9.23195
263, 9.23195
264, 9.23195
265, 9.23195
266, 9.23195
267, 9.23195
268, 9.23195
269, 9.23195
270, 9.23195
271, 9.23195
272, 9.23195
273, 9.23195
274, 9.23195
275, 9.23195
276, 9.23195
277, 9.23195
278, 9.23195
279, 9.23195
280, 9.23195
281, 9.23195
282, 9.23195
283, 9.23195
284, 9.23195
285, 9.23195
286, 9.23195
287, 9.23195
288, 9.34527
289, 9.23195
290, 9.23195
291, 9.23195
292, 9.23195
293, 9.23195
294, 9.23195
295, 9.23195
296, 9.23195
297, 9.23195
298, 9.23195
299, 9.23195
300, 9.42928
301, 9.23195
302, 9.23195
303, 9.23195
304, 9.23195
305, 9.23195
306, 9.23195
307, 9.23195
308, 9.23195
309, 9.23195
310, 9.23195
311, 9.23195
312, 9.23195
313, 9.23195
314, 9.23195
315, 9.23195
316, 9.23195
317, 9.23195
318, 9.23195
