0.51, 0.0129586
0.52, 0.00804235
0.53, 0.00942991
0.54, 0.0169539
0.55, 0.0196184
0.56, 0.0306871
0.57, 0.0309266
0.58, 0.0310333
0.59, 0.0382954
0.6, 0.036506
0.61, 0.0394025
0.62, 0.0389109
0.63, 0.0370424
0.64, 0.03686
0.65, 0.0412983
0.66, 0.0352819
0.67, 0.0428946
0.68, 0.0420233
0.69, 0.0339319
0.7, 0.0400092
0.71, 0.0423654
0.72, 0.0377521
0.73, 0.0492921
0.74, 0.0409346
0.75, 0.0336569
0.76, 0.0394141
0.77, 0.042953
0.78, 0.0414411
0.79, 0.0363955
0.8, 0.0396359
0.81, 0.0358969
0.82, 0.0337622
0.83, 0.0357091
0.84, 0.0325197
0.85, 0.0337362
0.86, 0.0393152
0.87, 0.0357814
0.88, 0.0353661
0.89, 0.041678
0.9, 0.05007
0.91, 0.0484438
0.92, 0.0470452
0.93, 0.0504785
0.94, 0.0539184
0.95, 0.0624543
0.96, 0.0689006
0.97, 0.0795655
0.98, 0.0757641
0.99, 0.0834841
1, 0.09506
