0.51, 0.522782
0.52, 0.52076
0.53, 0.524192
0.54, 0.525254
0.55, 0.535915
0.56, 0.540679
0.57, 0.544761
0.58, 0.566645
0.59, 0.572063
0.6, 0.579926
0.61, 0.602811
0.62, 0.617381
0.63, 0.623263
0.64, 0.66009
0.65, 0.667838
0.66, 0.663391
0.67, 0.690506
0.68, 0.693195
0.69, 0.700559
0.7, 0.722605
0.71, 0.738482
0.72, 0.737949
0.73, 0.763326
0.74, 0.76701
0.75, 0.763777
0.76, 0.786942
0.77, 0.792048
0.78, 0.803504
0.79, 0.808818
0.8, 0.813403
0.81, 0.817471
0.82, 0.828383
0.83, 0.825877
0.84, 0.834593
0.85, 0.836071
0.86, 0.844496
0.87, 0.857121
0.88, 0.862956
0.89, 0.866665
0.9, 0.864759
0.91, 0.865505
0.92, 0.878986
0.93, 0.887522
0.94, 0.892478
0.95, 0.88988
0.96, 0.891928
0.97, 0.890999
0.98, 0.904235
0.99, 0.906515
1, 0.90494
